,count,mean,std,min,5%,50%,95%,99%,max
capacity_bits,2000.0,3053.7885,3753.3091217550245,444.0,749.0,1947.0,8787.55,18625.149999999998,65536.0
sideinfo_bits,2000.0,119.552,184.11669336153957,50.0,50.0,50.0,554.0,866.0,1538.0
net_payload_bits,2000.0,1407.341,1888.6004955084643,-1026.0,161.9,871.5,4340.2,9250.119999999999,32718.0
net_bpp,2000.0,0.02147431945800781,0.028817756584296635,-0.015655517578125,0.00247039794921875,0.01329803466796875,0.0662261962890625,0.14114562988281248,0.499237060546875
psnr,2000.0,52.32478072114626,3.548841945378433,48.16339696686861,48.415599414176405,51.46051455501453,59.332345084350784,62.5944084579775,70.61358567424614
ssim,2000.0,0.9990422709682761,0.0018706659231856988,0.965412190005721,0.9970827688964389,0.9995135067853995,0.999837319251492,0.9998908911609128,0.999961864893422
encode_ms,2000.0,0.6638920920000001,0.3125972161242129,0.32719,0.39654945,0.571834,1.2456887,1.9183253899999997,3.847329
decode_ms,2000.0,0.4916624395,0.2981284391542085,0.163438,0.2214506,0.396584,1.1318504999999999,1.6559103000000002,2.619184
