alpha,n,n_feasible,feasible_fraction,cover_score_mean,stego_score_mean,delta_mean,delta_median,delta_median_ci_low,delta_median_ci_high,auc,auc_ci_low,auc_ci_high,tpr_at_5pct_fpr,tpr_ci_low,tpr_ci_high,psnr_mean,ssim_mean,selected_P_mean,selected_D_mean,used_blocks_mean
0.0,2000,1987,0.9935,0.49965749628065426,0.4997075586143298,5.0062333675593804e-05,4.446161308163665e-05,4.3032732726766554e-05,4.603689438253955e-05,0.5035959706891979,0.5036504073153911,0.5040126258526421,0.05334675390035229,0.050327126321087066,0.05586311021640664,58.48948824580627,0.9997766262366082,0.33790806569122145,0.0008865757464813605,5.322093608454957
0.25,2000,1987,0.9935,0.49965749628065426,0.4997076946175553,5.0198336901038225e-05,4.419217577217305e-05,4.2967061725129874e-05,4.5482965949084075e-05,0.5036451073902865,0.5037094410092375,0.5040665749110537,0.05334675390035229,0.050327126321087066,0.05586311021640664,59.541878077932935,0.9997828072835941,0.4117793121876539,0.0009421458671098987,4.45093105183694
0.5,2000,1987,0.9935,0.49965749628065426,0.49970802807697795,5.0531796323704705e-05,4.50929250749299e-05,4.371136349123894e-05,4.6748289442732904e-05,0.503732236386031,0.5037988305465141,0.5041635755713598,0.051836940110719675,0.050327126321087066,0.054856567689984904,60.894016160665075,0.9997868138504246,0.47900062419858064,0.001247107591140982,3.4061399094111726
0.75,2000,1987,0.9935,0.49965749628065426,0.49970755654628973,5.0060265635494014e-05,4.471175290166052e-05,4.334131314054357e-05,4.620343775019187e-05,0.5037370487433541,0.5038028640617968,0.5041643480813511,0.051836940110719675,0.050327126321087066,0.054856567689984904,61.806977240986,0.9997921873657548,0.5072997755532892,0.00162089022337517,2.7851031706089584
1.0,2000,1987,0.9935,0.49965749628065426,0.4997070913240604,4.959504340610402e-05,4.397732231264939e-05,4.283558253842523e-05,4.5204684185340405e-05,0.5037347692056748,0.5038025981157341,0.5041649306298692,0.05234021137393055,0.050327126321087066,0.055359838953195774,62.30163357134413,0.9998010231296267,0.5143812453572361,0.0019063235430604073,2.506290890790136
